name,filename,original_file_type,processing_notes,preprocessed_file_type,preparation_timestamp,minimized_successfully,relative_path,finish_successfully,alchemical_successfully,preprocessed_file_path,original_file_path,analysis_successfully,free_energy_error,alchemical_timestamp,pdb_id,preprocess_timestamp,prepared_system_path,ligand_atom_count,free_energy_value,analysis_result_path,analysis_timestamp,processed_successfully,alchemical_result_path
i067,i067.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i067.pdb,./dataset/raw/MNSol/water/i067.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
test1036,test1036.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1036.pdb,./dataset/raw/MNSol/water/test1036.xyz,False,0.0,,1036,2025-12-02 20:48:06,,0,0.0,,,True,
0071proa,0071proa.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0071proa.pdb,./dataset/raw/MNSol/water/0071proa.xyz,False,0.0,,71PR,2025-12-02 20:48:06,,0,0.0,,,True,
i101,i101.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i101.pdb,./dataset/raw/MNSol/water/i101.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
n181,n181.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/n181.pdb,./dataset/raw/MNSol/water/n181.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0222tri,0222tri.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0222tri.pdb,./dataset/raw/MNSol/water/0222tri.xyz,False,0.0,,222T,2025-12-02 20:48:06,,0,0.0,,,True,
0111die,0111die.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0111die.pdb,./dataset/raw/MNSol/water/0111die.xyz,False,0.0,,111D,2025-12-02 20:48:06,,0,0.0,,,True,
0072but,0072but.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0072but.pdb,./dataset/raw/MNSol/water/0072but.xyz,False,0.0,,72BU,2025-12-02 20:48:06,,0,0.0,,,True,
test3001,test3001.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test3001.pdb,./dataset/raw/MNSol/water/test3001.xyz,False,0.0,,3001,2025-12-02 20:48:06,,0,0.0,,,True,
i006,i006.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i006.pdb,./dataset/raw/MNSol/water/i006.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
n187,n187.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/n187.pdb,./dataset/raw/MNSol/water/n187.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
i036,i036.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i036.pdb,./dataset/raw/MNSol/water/i036.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
i120,i120.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i120.pdb,./dataset/raw/MNSol/water/i120.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0239oct,0239oct.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0239oct.pdb,./dataset/raw/MNSol/water/0239oct.xyz,False,0.0,,239O,2025-12-02 20:48:06,,0,0.0,,,True,
0068ani,0068ani.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0068ani.pdb,./dataset/raw/MNSol/water/0068ani.xyz,False,0.0,,68AN,2025-12-02 20:48:06,,0,0.0,,,True,
i053,i053.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i053.pdb,./dataset/raw/MNSol/water/i053.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0215pbr,0215pbr.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0215pbr.pdb,./dataset/raw/MNSol/water/0215pbr.xyz,False,0.0,,215P,2025-12-02 20:48:06,,0,0.0,,,True,
test0016,test0016.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test0016.pdb,./dataset/raw/MNSol/water/test0016.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
test0014,test0014.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test0014.pdb,./dataset/raw/MNSol/water/test0014.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
test4003,test4003.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test4003.pdb,./dataset/raw/MNSol/water/test4003.xyz,False,0.0,,4003,2025-12-02 20:48:06,,0,0.0,,,True,
0094met,0094met.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0094met.pdb,./dataset/raw/MNSol/water/0094met.xyz,False,0.0,,94ME,2025-12-02 20:48:06,,0,0.0,,,True,
i102,i102.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i102.pdb,./dataset/raw/MNSol/water/i102.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
test1054,test1054.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1054.pdb,./dataset/raw/MNSol/water/test1054.xyz,False,0.0,,1054,2025-12-02 20:48:06,,0,0.0,,,True,
i106,i106.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i106.pdb,./dataset/raw/MNSol/water/i106.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
i062,i062.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i062.pdb,./dataset/raw/MNSol/water/i062.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
i035,i035.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i035.pdb,./dataset/raw/MNSol/water/i035.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
test1012,test1012.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1012.pdb,./dataset/raw/MNSol/water/test1012.xyz,False,0.0,,1012,2025-12-02 20:48:06,,0,0.0,,,True,
0218pho,0218pho.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0218pho.pdb,./dataset/raw/MNSol/water/0218pho.xyz,False,0.0,,218P,2025-12-02 20:48:06,,0,0.0,,,True,
0083hep,0083hep.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0083hep.pdb,./dataset/raw/MNSol/water/0083hep.xyz,False,0.0,,83HE,2025-12-02 20:48:06,,0,0.0,,,True,
n008,n008.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/n008.pdb,./dataset/raw/MNSol/water/n008.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0242dii,0242dii.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0242dii.pdb,./dataset/raw/MNSol/water/0242dii.xyz,False,0.0,,242D,2025-12-02 20:48:06,,0,0.0,,,True,
i011,i011.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i011.pdb,./dataset/raw/MNSol/water/i011.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0055ocr,0055ocr.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0055ocr.pdb,./dataset/raw/MNSol/water/0055ocr.xyz,False,0.0,,55OC,2025-12-02 20:48:06,,0,0.0,,,True,
0171Zdi,0171Zdi.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0171Zdi.pdb,./dataset/raw/MNSol/water/0171Zdi.xyz,False,0.0,,171Z,2025-12-02 20:48:06,,0,0.0,,,True,
0121met,0121met.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0121met.pdb,./dataset/raw/MNSol/water/0121met.xyz,False,0.0,,121M,2025-12-02 20:48:06,,0,0.0,,,True,
0046eth,0046eth.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0046eth.pdb,./dataset/raw/MNSol/water/0046eth.xyz,False,0.0,,46ET,2025-12-02 20:48:06,,0,0.0,,,True,
i125,i125.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i125.pdb,./dataset/raw/MNSol/water/i125.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0438pho,0438pho.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0438pho.pdb,./dataset/raw/MNSol/water/0438pho.xyz,False,0.0,,438P,2025-12-02 20:48:06,,0,0.0,,,True,
0105aze,0105aze.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0105aze.pdb,./dataset/raw/MNSol/water/0105aze.xyz,False,0.0,,105A,2025-12-02 20:48:06,,0,0.0,,,True,
n194,n194.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/n194.pdb,./dataset/raw/MNSol/water/n194.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
c046b,c046b.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/c046b.pdb,./dataset/raw/MNSol/water/c046b.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
n180,n180.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/n180.pdb,./dataset/raw/MNSol/water/n180.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
test5003,test5003.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test5003.pdb,./dataset/raw/MNSol/water/test5003.xyz,False,0.0,,5003,2025-12-02 20:48:06,,0,0.0,,,True,
0101pen,0101pen.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0101pen.pdb,./dataset/raw/MNSol/water/0101pen.xyz,False,0.0,,101P,2025-12-02 20:48:06,,0,0.0,,,True,
test1008,test1008.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1008.pdb,./dataset/raw/MNSol/water/test1008.xyz,False,0.0,,1008,2025-12-02 20:48:06,,0,0.0,,,True,
0162tri,0162tri.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0162tri.pdb,./dataset/raw/MNSol/water/0162tri.xyz,False,0.0,,162T,2025-12-02 20:48:06,,0,0.0,,,True,
i085,i085.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i085.pdb,./dataset/raw/MNSol/water/i085.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
test1019,test1019.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1019.pdb,./dataset/raw/MNSol/water/test1019.xyz,False,0.0,,1019,2025-12-02 20:48:06,,0,0.0,,,True,
i054,i054.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i054.pdb,./dataset/raw/MNSol/water/i054.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0150mhy,0150mhy.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0150mhy.pdb,./dataset/raw/MNSol/water/0150mhy.xyz,False,0.0,,150M,2025-12-02 20:48:07,,0,0.0,,,True,
c000,c000.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/c000.pdb,./dataset/raw/MNSol/water/c000.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
i118,i118.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i118.pdb,./dataset/raw/MNSol/water/i118.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
c114,c114.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/c114.pdb,./dataset/raw/MNSol/water/c114.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0127pro,0127pro.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0127pro.pdb,./dataset/raw/MNSol/water/0127pro.xyz,False,0.0,,127P,2025-12-02 20:48:07,,0,0.0,,,True,
0557dim,0557dim.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0557dim.pdb,./dataset/raw/MNSol/water/0557dim.xyz,False,0.0,,557D,2025-12-02 20:48:07,,0,0.0,,,True,
n198,n198.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/n198.pdb,./dataset/raw/MNSol/water/n198.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
i020,i020.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i020.pdb,./dataset/raw/MNSol/water/i020.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
test2021,test2021.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test2021.pdb,./dataset/raw/MNSol/water/test2021.xyz,False,0.0,,2021,2025-12-02 20:48:07,,0,0.0,,,True,
0576cya,0576cya.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0576cya.pdb,./dataset/raw/MNSol/water/0576cya.xyz,False,0.0,,576C,2025-12-02 20:48:07,,0,0.0,,,True,
0407tet,0407tet.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0407tet.pdb,./dataset/raw/MNSol/water/0407tet.xyz,False,0.0,,407T,2025-12-02 20:48:07,,0,0.0,,,True,
0091met,0091met.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0091met.pdb,./dataset/raw/MNSol/water/0091met.xyz,False,0.0,,91ME,2025-12-02 20:48:07,,0,0.0,,,True,
test2019,test2019.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test2019.pdb,./dataset/raw/MNSol/water/test2019.xyz,False,0.0,,2019,2025-12-02 20:48:07,,0,0.0,,,True,
0109pip,0109pip.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0109pip.pdb,./dataset/raw/MNSol/water/0109pip.xyz,False,0.0,,109P,2025-12-02 20:48:07,,0,0.0,,,True,
n203,n203.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/n203.pdb,./dataset/raw/MNSol/water/n203.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
test0004,test0004.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test0004.pdb,./dataset/raw/MNSol/water/test0004.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
n006,n006.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/n006.pdb,./dataset/raw/MNSol/water/n006.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
test5012,test5012.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test5012.pdb,./dataset/raw/MNSol/water/test5012.xyz,False,0.0,,5012,2025-12-02 20:48:07,,0,0.0,,,True,
0594met,0594met.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0594met.pdb,./dataset/raw/MNSol/water/0594met.xyz,False,0.0,,594M,2025-12-02 20:48:07,,0,0.0,,,True,
0426dcl,0426dcl.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0426dcl.pdb,./dataset/raw/MNSol/water/0426dcl.xyz,False,0.0,,426D,2025-12-02 20:48:07,,0,0.0,,,True,
c072,c072.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/c072.pdb,./dataset/raw/MNSol/water/c072.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
test4009,test4009.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test4009.pdb,./dataset/raw/MNSol/water/test4009.xyz,False,0.0,,4009,2025-12-02 20:48:07,,0,0.0,,,True,
test2001,test2001.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test2001.pdb,./dataset/raw/MNSol/water/test2001.xyz,False,0.0,,2001,2025-12-02 20:48:07,,0,0.0,,,True,
0401amia,0401amia.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0401amia.pdb,./dataset/raw/MNSol/water/0401amia.xyz,False,0.0,,401A,2025-12-02 20:48:07,,0,0.0,,,True,
0002eth,0002eth.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0002eth.pdb,./dataset/raw/MNSol/water/0002eth.xyz,False,0.0,,2ETH,2025-12-02 20:48:07,,0,0.0,,,True,
n175,n175.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/n175.pdb,./dataset/raw/MNSol/water/n175.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0033pen,0033pen.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0033pen.pdb,./dataset/raw/MNSol/water/0033pen.xyz,False,0.0,,33PE,2025-12-02 20:48:07,,0,0.0,,,True,
0106pro,0106pro.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0106pro.pdb,./dataset/raw/MNSol/water/0106pro.xyz,False,0.0,,106P,2025-12-02 20:48:07,,0,0.0,,,True,
0414dcl,0414dcl.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0414dcl.pdb,./dataset/raw/MNSol/water/0414dcl.xyz,False,0.0,,414D,2025-12-02 20:48:07,,0,0.0,,,True,
0131nit,0131nit.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0131nit.pdb,./dataset/raw/MNSol/water/0131nit.xyz,False,0.0,,131N,2025-12-02 20:48:07,,0,0.0,,,True,
test2023,test2023.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test2023.pdb,./dataset/raw/MNSol/water/test2023.xyz,False,0.0,,2023,2025-12-02 20:48:07,,0,0.0,,,True,
test5010,test5010.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test5010.pdb,./dataset/raw/MNSol/water/test5010.xyz,False,0.0,,5010,2025-12-02 20:48:07,,0,0.0,,,True,
0447pho,0447pho.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0447pho.pdb,./dataset/raw/MNSol/water/0447pho.xyz,False,0.0,,447P,2025-12-02 20:48:07,,0,0.0,,,True,
0097pro,0097pro.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0097pro.pdb,./dataset/raw/MNSol/water/0097pro.xyz,False,0.0,,97PR,2025-12-02 20:48:07,,0,0.0,,,True,
0073pen,0073pen.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0073pen.pdb,./dataset/raw/MNSol/water/0073pen.xyz,False,0.0,,73PE,2025-12-02 20:48:07,,0,0.0,,,True,
test0013,test0013.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test0013.pdb,./dataset/raw/MNSol/water/test0013.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0176pdi,0176pdi.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0176pdi.pdb,./dataset/raw/MNSol/water/0176pdi.xyz,False,0.0,,176P,2025-12-02 20:48:07,,0,0.0,,,True,
i045,i045.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i045.pdb,./dataset/raw/MNSol/water/i045.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0118ani,0118ani.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0118ani.pdb,./dataset/raw/MNSol/water/0118ani.xyz,False,0.0,,118A,2025-12-02 20:48:07,,0,0.0,,,True,
test3019,test3019.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test3019.pdb,./dataset/raw/MNSol/water/test3019.xyz,False,0.0,,3019,2025-12-02 20:48:07,,0,0.0,,,True,
i071,i071.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i071.pdb,./dataset/raw/MNSol/water/i071.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0144thi,0144thi.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0144thi.pdb,./dataset/raw/MNSol/water/0144thi.xyz,False,0.0,,144T,2025-12-02 20:48:07,,0,0.0,,,True,
0024met,0024met.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0024met.pdb,./dataset/raw/MNSol/water/0024met.xyz,False,0.0,,24ME,2025-12-02 20:48:07,,0,0.0,,,True,
0424clp,0424clp.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0424clp.pdb,./dataset/raw/MNSol/water/0424clp.xyz,False,0.0,,424C,2025-12-02 20:48:07,,0,0.0,,,True,
0060dim,0060dim.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0060dim.pdb,./dataset/raw/MNSol/water/0060dim.xyz,False,0.0,,60DI,2025-12-02 20:48:07,,0,0.0,,,True,
c050,c050.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/c050.pdb,./dataset/raw/MNSol/water/c050.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
i048,i048.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i048.pdb,./dataset/raw/MNSol/water/i048.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
test3002,test3002.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test3002.pdb,./dataset/raw/MNSol/water/test3002.xyz,False,0.0,,3002,2025-12-02 20:48:07,,0,0.0,,,True,
i063,i063.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i063.pdb,./dataset/raw/MNSol/water/i063.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0568ben,0568ben.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0568ben.pdb,./dataset/raw/MNSol/water/0568ben.xyz,False,0.0,,568B,2025-12-02 20:48:07,,0,0.0,,,True,
0057pcr,0057pcr.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0057pcr.pdb,./dataset/raw/MNSol/water/0057pcr.xyz,False,0.0,,57PC,2025-12-02 20:48:07,,0,0.0,,,True,
0058hep,0058hep.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0058hep.pdb,./dataset/raw/MNSol/water/0058hep.xyz,False,0.0,,58HE,2025-12-02 20:48:07,,0,0.0,,,True,
i072,i072.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i072.pdb,./dataset/raw/MNSol/water/i072.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
i098,i098.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i098.pdb,./dataset/raw/MNSol/water/i098.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0578hyd,0578hyd.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0578hyd.pdb,./dataset/raw/MNSol/water/0578hyd.xyz,False,0.0,,578H,2025-12-02 20:48:07,,0,0.0,,,True,
test2007,test2007.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test2007.pdb,./dataset/raw/MNSol/water/test2007.xyz,False,0.0,,2007,2025-12-02 20:48:07,,0,0.0,,,True,
i088,i088.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i088.pdb,./dataset/raw/MNSol/water/i088.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0211tri,0211tri.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0211tri.pdb,./dataset/raw/MNSol/water/0211tri.xyz,False,0.0,,211T,2025-12-02 20:48:07,,0,0.0,,,True,
0008noc,0008noc.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0008noc.pdb,./dataset/raw/MNSol/water/0008noc.xyz,False,0.0,,8NOC,2025-12-02 20:48:07,,0,0.0,,,True,
0123dim,0123dim.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0123dim.pdb,./dataset/raw/MNSol/water/0123dim.xyz,False,0.0,,123D,2025-12-02 20:48:07,,0,0.0,,,True,
0016cyc,0016cyc.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0016cyc.pdb,./dataset/raw/MNSol/water/0016cyc.xyz,False,0.0,,16CY,2025-12-02 20:48:07,,0,0.0,,,True,
i068,i068.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i068.pdb,./dataset/raw/MNSol/water/i068.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0095eth,0095eth.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0095eth.pdb,./dataset/raw/MNSol/water/0095eth.xyz,False,0.0,,95ET,2025-12-02 20:48:07,,0,0.0,,,True,
n019,n019.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/n019.pdb,./dataset/raw/MNSol/water/n019.xyz,False,0.0,,NAN,2025-12-02 20:48:07,,0,0.0,,,True,
0173tri,0173tri.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0173tri.pdb,./dataset/raw/MNSol/water/0173tri.xyz,False,0.0,,173T,2025-12-02 20:48:07,,0,0.0,,,True,
0543bro,0543bro.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0543bro.pdb,./dataset/raw/MNSol/water/0543bro.xyz,False,0.0,,543B,2025-12-02 20:48:07,,0,0.0,,,True,
